COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA
9083041244,5814,NECTAR DA SERRA,BELO HORIZONT,S,9,5814.0,FAST FOOD,NECTAR DA SERRA FAST FOOD,10
3000352063112,5812,BAGELS & BEANS,AMSTERDAM,N,1,5812.0,RESTAURANTES,BAGELS & BEANS RESTAURANTES,10
27506002,5812,PARAISO DA SERRA,TERESOPOLIS,N,1,5812.0,RESTAURANTES,PARAISO DA SERRA RESTAURANTES,10
1063857942,5812,MEIRELES ROCHA ALIMEN,BELO HORIZONT,S,2,5812.0,RESTAURANTES,MEIRELES ROCHA ALIMEN RESTAURANTES,10
120101000024,5812,ABDELWAHAB,DUBAI,S,3,5812.0,RESTAURANTES,ABDELWAHAB RESTAURANTES,10
331657692,7512,NZ LEISURE LTD,PICTON,S,1,7512.0,LOCADORAS DE VEICULOS,NZ LEISURE LTD LOCADORAS DE VEICULOS,10
544754,7512,FIORENZA,RIO DE JANEIR,S,9,7512.0,LOCADORAS DE VEICULOS,FIORENZA LOCADORAS DE VEICULOS,10
1008654806,5039,DEPOSITO CARMO SION,BELO HORIZONT,S,5,5039.0,MATERIAIS DE CONSTRUCAO SEM CLASSIFICACAO,DEPOSITO CARMO SION MATERIAIS DE CONSTRUCAO SEM CLASSIFICACAO,10
200737240488081,5199,PAYPAL KENT FOLTZ,4029357733,N,1,5199.0,MATERIAL DE CONSUMO - NAO CLASSIFICADOS ANTERIORMENTE,PAYPAL KENT FOLTZ MATERIAL DE CONSUMO - NAO CLASSIFICADOS ANTERIORMENTE,10
30206097075,7512,DISCOUNT LOC D'AUTO CAMIO,MONTREAL,S,1,7512.0,LOCADORAS DE VEICULOS,DISCOUNT LOC D'AUTO CAMIO LOCADORAS DE VEICULOS,10
322722281,7512,AEROP DE LISBOA PORTELA,LISBOA,S,265,7512.0,LOCADORAS DE VEICULOS,AEROP DE LISBOA PORTELA LOCADORAS DE VEICULOS,10
336316492,4121,TAXI BARCELONA,BADALONA,N,1,4121.0,TAXI / LIMOUSINES,TAXI BARCELONA TAXI / LIMOUSINES,10
8737864082,7534,ALAOR AUTO CENTER,PETROPOLIS,S,1,7534.0,BORRACHEIRO,ALAOR AUTO CENTER BORRACHEIRO,10
1167727,7512,ATVO SPA,TREVISO,S,1,7512.0,LOCADORAS DE VEICULOS,ATVO SPA LOCADORAS DE VEICULOS,10
309346000167,7512,MAGGIORE/NATIONAL,ROMA,N,9,7512.0,LOCADORAS DE VEICULOS,MAGGIORE/NATIONAL LOCADORAS DE VEICULOS,10
9960156255,7512,ALIANZA,MONTEVIDEO,S,2,7512.0,LOCADORAS DE VEICULOS,ALIANZA LOCADORAS DE VEICULOS,10
1017032,5532,LUCAR PNEUS,RIO DE JANEIR,S,137,5532.0,LOJA DE PNEUS,LUCAR PNEUS LOJA DE PNEUS,10
54939453,7512,SOLIMOES,VARZEA GRANDE,S,4,7512.0,LOCADORAS DE VEICULOS,SOLIMOES LOCADORAS DE VEICULOS,10
43369782,5571,MOTOCAR,MACAE,S,14,5571.0,MOTOCICLETAS,MOTOCAR MOTOCICLETAS,10
9086715158,5992,BEIJA FLOR PRESENTES,PIUMA,S,1,5992.0,FLORICULTURA,BEIJA FLOR PRESENTES FLORICULTURA,10
5272653,3405,ENTERPRISE,0131 5550555,N,2,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE ENTERPRISE RENT-A-CAR,10
1023429494,7512,TOP PARK,FLORIANOPOLIS,S,7,7512.0,LOCADORAS DE VEICULOS,TOP PARK LOCADORAS DE VEICULOS,10
7-8015361648,4214,FLAT RATE MOVERS LTD,BRONX,N,1,4214.0,MUDANCAS,FLAT RATE MOVERS LTD MUDANCAS,10
7168924,5947,WATCH MY WATCH 25,BENITO JUARE,S,1,5947.0,LOJAS DE COUROS E ARTEFATOS,WATCH MY WATCH 25 LOJAS DE COUROS E ARTEFATOS,10
266047026882,3412,AMERICA L W LLC,MIAMI,N,3,3412.0,A1 RENT A CAR,AMERICA L W LLC A1 RENT A CAR,10
32711685,7512,WWW TRANSBANK CL,SANTIAGO,N,1,7512.0,LOCADORAS DE VEICULOS,WWW TRANSBANK CL LOCADORAS DE VEICULOS,10
11922672,7512,CARFLEXI,ZUG,N,37,7512.0,LOCADORAS DE VEICULOS,CARFLEXI LOCADORAS DE VEICULOS,10
602398201579306,3826,AUTOGRAPH COLLECTION-Q,NEW ORLEANS,N,2,3826.0,AUTOGRAPH,AUTOGRAPH COLLECTION-Q AUTOGRAPH,10
785457,5499,NATVIDA HORTIFRUTI E M,RIO DE JANEIR,S,463,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,NATVIDA HORTIFRUTI E M ACOUGUE MERC FRUTOS DO MAR ALIM VA,10
10774521,7512,CARRO RESERVA COM,CURITIBA,S,1,7512.0,LOCADORAS DE VEICULOS,CARRO RESERVA COM LOCADORAS DE VEICULOS,10
126277110,7512,BLAFERMOTOS,MADRID,S,2,7512.0,LOCADORAS DE VEICULOS,BLAFERMOTOS LOCADORAS DE VEICULOS,10
8534067020,7512,X-BLADE,SEROPEDICA,S,1,7512.0,LOCADORAS DE VEICULOS,X-BLADE LOCADORAS DE VEICULOS,10
6280562,7512,TOV BLS,KYIV,N,1,7512.0,LOCADORAS DE VEICULOS,TOV BLS LOCADORAS DE VEICULOS,10
322394719,7512,FORMOTOR,"SAVINA, LA",N,1,7512.0,LOCADORAS DE VEICULOS,FORMOTOR LOCADORAS DE VEICULOS,10
9553915232,7512,GESTLAS SA,LISBOA,S,1,7512.0,LOCADORAS DE VEICULOS,GESTLAS SA LOCADORAS DE VEICULOS,10
9553903253,7512,TURISCAR SA - LETRA,LISBOA,N,1,7512.0,LOCADORAS DE VEICULOS,TURISCAR SA - LETRA LOCADORAS DE VEICULOS,10
622689,7512,RECIFE LOCADORA DE AUT,RECIFE,S,13,7512.0,LOCADORAS DE VEICULOS,RECIFE LOCADORA DE AUT LOCADORAS DE VEICULOS,10
9351835047,5944,WATCH MY WATCH 78,CANCUN,S,1,5944.0,JOALHERIAS E RELOJOARIAS,WATCH MY WATCH 78 JOALHERIAS E RELOJOARIAS,10
1056804138,7512,AGENCIA CENTRO JATAI,JATAI,N,1,7512.0,LOCADORAS DE VEICULOS,AGENCIA CENTRO JATAI LOCADORAS DE VEICULOS,10
19117068,5691,VON TOP MIX COM ROUPAS,ITAGUAI,N,8,5691.0,ROUPAS MASCULINAS E FEMININAS,VON TOP MIX COM ROUPAS ROUPAS MASCULINAS E FEMININAS,10
8707734638,7512,W2S,MACEIO,S,1,7512.0,LOCADORAS DE VEICULOS,W2S LOCADORAS DE VEICULOS,10
1056803972,7512,AGENCIA CENTRO MONTES,MONTES CLAROS,N,6,7512.0,LOCADORAS DE VEICULOS,AGENCIA CENTRO MONTES LOCADORAS DE VEICULOS,10
23528000020,7512,SPLIT AP,KASTEL STAF,N,1,7512.0,LOCADORAS DE VEICULOS,SPLIT AP LOCADORAS DE VEICULOS,10
327346854,7512,RECORD GO ALQUILER VACACI,ALICANTE,S,5,7512.0,LOCADORAS DE VEICULOS,RECORD GO ALQUILER VACACI LOCADORAS DE VEICULOS,10
1070890135,7512,CEZAR A DOS SANTOS LOC,CAMPOS DO JOR,S,5,7512.0,LOCADORAS DE VEICULOS,CEZAR A DOS SANTOS LOC LOCADORAS DE VEICULOS,10
372828840887,3405,ENTERPRISE ENTERPRI,ALDERSHOT,N,1,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE ENTERPRI ENTERPRISE RENT-A-CAR,10
25359258,4131,EXPRESSO COLETIVO ICAR,CRICIUMA,S,4,4131.0,LINHAS DE ONIBUS,EXPRESSO COLETIVO ICAR LINHAS DE ONIBUS,10
103687943,4789,PAG JOSEPAULOBARBOSA,SAOPAULO,S,1,4789.0,COOPERATIVAS DE TAXI,PAG JOSEPAULOBARBOSA COOPERATIVAS DE TAXI,10
8704641265,7512,REDE BRASIL ALUGU,CUIABA,S,2,7512.0,LOCADORAS DE VEICULOS,REDE BRASIL ALUGU LOCADORAS DE VEICULOS,10
9913952784,7512,MONTALTO,RIO DE JANEIR,S,12,7512.0,LOCADORAS DE VEICULOS,MONTALTO LOCADORAS DE VEICULOS,10
9502241755,7512,FULL MOON PEOPLE GMBH,STUTTGART,N,2,7512.0,LOCADORAS DE VEICULOS,FULL MOON PEOPLE GMBH LOCADORAS DE VEICULOS,10
24891897,7512,TORRES LOCADORA,GOVERNADOR VA,S,1,7512.0,LOCADORAS DE VEICULOS,TORRES LOCADORA LOCADORAS DE VEICULOS,10
9523648582,7512,AUTO EUROPA,LAMEZIA TERME,N,1,7512.0,LOCADORAS DE VEICULOS,AUTO EUROPA LOCADORAS DE VEICULOS,10
64045389,4789,GVB VOERTUIG B352,AMSTERDAM,S,1,4789.0,COOPERATIVAS DE TAXI,GVB VOERTUIG B352 COOPERATIVAS DE TAXI,10
464473400000004,4121,PTP TAPPCAR,780-222-5555,N,1,4121.0,TAXI / LIMOUSINES,PTP TAPPCAR TAXI / LIMOUSINES,10
108521429,4789,PAG PAULOCESARBARBOLO,RIODEJANEIRO,N,2,4789.0,COOPERATIVAS DE TAXI,PAG PAULOCESARBARBOLO COOPERATIVAS DE TAXI,10
948907980000074,7999,DESERT HILLS SHOOTING CLU,BOULDER CITY,N,1,7999.0,DIVERSAO E RECREACAO / ZOOLOGICO,DESERT HILLS SHOOTING CLU DIVERSAO E RECREACAO / ZOOLOGICO,10
21130281,7512,HERCULES,MIKONOS,S,2,7512.0,LOCADORAS DE VEICULOS,HERCULES LOCADORAS DE VEICULOS,10
1027485437,5813,PIT STOP BAR,SAQUAREMA,N,13,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","PIT STOP BAR BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",10
8714187341,5137,POP SIX,DUQUE DE CAXI,S,7,5137.0,COMERCIO DE ROUPAS E UNIFORMES ADULTO E INFANTIL,POP SIX COMERCIO DE ROUPAS E UNIFORMES ADULTO E INFANTIL,10
5272828,3405,ENTERPRISE,0131 5570000,S,2,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE ENTERPRISE RENT-A-CAR,10
5000749,3405,ENTERPRISE HOLDINGS,CORDOBA,S,1,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE HOLDINGS ENTERPRISE RENT-A-CAR,10
63827220,4121,CRISTIANO TAXI,RIO DE JANEIR,S,3,4121.0,TAXI / LIMOUSINES,CRISTIANO TAXI TAXI / LIMOUSINES,10
376847,7512,FRAGATA,FERNANDO DE N,S,2,7512.0,LOCADORAS DE VEICULOS,FRAGATA LOCADORAS DE VEICULOS,10
95043209,7299,PAGSEGUROUOL ALEXCACHO,RIODEJANEIRO,S,79,7299.0,AGENTES IMOBILIARIOS / CORRETORES,PAGSEGUROUOL ALEXCACHO AGENTES IMOBILIARIOS / CORRETORES,10
84870052448351,5044,GRAPHICSTOCK COM,866-78892225,N,51,5044.0,REVELACAO / FOTOCOPIA E MICROFILMAGEM,GRAPHICSTOCK COM REVELACAO / FOTOCOPIA E MICROFILMAGEM,10
21678160016,7512,ORYX RAC,DUBROVNIK,N,1,7512.0,LOCADORAS DE VEICULOS,ORYX RAC LOCADORAS DE VEICULOS,10
18694,5999,MIAG CORPORATION PTY,NACALA PORTO,S,57,5999.0,FOGOS DE ARTIFICIO / DISTRIBUIDOR,MIAG CORPORATION PTY FOGOS DE ARTIFICIO / DISTRIBUIDOR,10
8670269331,7512,MULTIPLIC LOG E SERVICOS,RECIFE,S,2,7512.0,LOCADORAS DE VEICULOS,MULTIPLIC LOG E SERVICOS LOCADORAS DE VEICULOS,10
32121725,7512,R ALOPES,RIO BRANCO,S,1,7512.0,LOCADORAS DE VEICULOS,R ALOPES LOCADORAS DE VEICULOS,10
1071270,3405,ENTERPRISE,ST PANCRAS,S,2,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE ENTERPRISE RENT-A-CAR,10
1035369980,7512,GRAMADO SERRA CAR,GRAMADO,S,16,7512.0,LOCADORAS DE VEICULOS,GRAMADO SERRA CAR LOCADORAS DE VEICULOS,10
9621044650,7512,AUTONOLEGGIO ABC,VERONA,N,1,7512.0,LOCADORAS DE VEICULOS,AUTONOLEGGIO ABC LOCADORAS DE VEICULOS,10
1078893630,5511,TOPFOR RIOVEICULOS,RIO DE JANEIR,S,8,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),TOPFOR RIOVEICULOS CARROS E CAMINHOES (NOVOS / USADOS),10
110004441,4789,PAG JOARINODASILVASAN,RIODEJANEIRO,N,1,4789.0,COOPERATIVAS DE TAXI,PAG JOARINODASILVASAN COOPERATIVAS DE TAXI,10
49475391600019,7512,ODYSSEE PRESTIG 4510286,92NEUILLY SUR,N,2,7512.0,LOCADORAS DE VEICULOS,ODYSSEE PRESTIG 4510286 LOCADORAS DE VEICULOS,10
79861447,7399,PAG LAVOTANOVO,SAOPAULO,S,2,7399.0,ASSISTENCIA TECNICA - OUTROS,PAG LAVOTANOVO ASSISTENCIA TECNICA - OUTROS,10
8670127943,7512,NORTH STAR SERV TUR EMPR,FORTALEZA,S,1,7512.0,LOCADORAS DE VEICULOS,NORTH STAR SERV TUR EMPR LOCADORAS DE VEICULOS,10
1078994797,7512,LOKAMIG,CONFINS,S,1,7512.0,LOCADORAS DE VEICULOS,LOKAMIG LOCADORAS DE VEICULOS,10
601103006157667,4789,EXECUCAR NEW YORK,800-258-3826,N,1,4789.0,COOPERATIVAS DE TAXI,EXECUCAR NEW YORK COOPERATIVAS DE TAXI,10
3013145,7512,JAPRAC 31,PRIOR VELHO,N,2,7512.0,LOCADORAS DE VEICULOS,JAPRAC 31 LOCADORAS DE VEICULOS,10
5008466,7512,BLUE DREAM SARDINIA S,LATINA,N,1,7512.0,LOCADORAS DE VEICULOS,BLUE DREAM SARDINIA S LOCADORAS DE VEICULOS,10
3010554,7512,RUPAUTO 2,PORTO,S,1,7512.0,LOCADORAS DE VEICULOS,RUPAUTO 2 LOCADORAS DE VEICULOS,10
1023884850,7512,TRANSCAR,ARACAJU,S,2,7512.0,LOCADORAS DE VEICULOS,TRANSCAR LOCADORAS DE VEICULOS,10
498750000017286,7399,BLABLACAR,PARIS,N,101,7399.0,ASSISTENCIA TECNICA - OUTROS,BLABLACAR ASSISTENCIA TECNICA - OUTROS,10
1461828,7512,NAIR WEBER ME,GRAMADO,S,1,7512.0,LOCADORAS DE VEICULOS,NAIR WEBER ME LOCADORAS DE VEICULOS,10
108096338,4789,PAG ABELSANTIAGOGABAR,SAOPAULO,S,1,4789.0,COOPERATIVAS DE TAXI,PAG ABELSANTIAGOGABAR COOPERATIVAS DE TAXI,10
9066299652,7512,S MACEDO DOS SANTOS,ITACARE,S,1,7512.0,LOCADORAS DE VEICULOS,S MACEDO DOS SANTOS LOCADORAS DE VEICULOS,10
1073697107,7299,SALAO EXPERT,CURITIBA,S,5,7299.0,AGENTES IMOBILIARIOS / CORRETORES,SALAO EXPERT AGENTES IMOBILIARIOS / CORRETORES,10
1013681840,7512,LINOSCAR,SAO JOAO DE M,N,1,7512.0,LOCADORAS DE VEICULOS,LINOSCAR LOCADORAS DE VEICULOS,10
3032478,7512,DRIVE ON HOLIDAYS,FARO,S,2,7512.0,LOCADORAS DE VEICULOS,DRIVE ON HOLIDAYS LOCADORAS DE VEICULOS,10
52281043,7512,AGENCIA CENTRO SAO JOS,FLORIANOPOLIS,N,4,7512.0,LOCADORAS DE VEICULOS,AGENCIA CENTRO SAO JOS LOCADORAS DE VEICULOS,10
3019527,7512,DRIVE ON HOLIDAYS,PRIOR VELHO,N,6,7512.0,LOCADORAS DE VEICULOS,DRIVE ON HOLIDAYS LOCADORAS DE VEICULOS,10
27001288232,4121,AIRPORT LIMO,SEPANG,N,2,4121.0,TAXI / LIMOUSINES,AIRPORT LIMO TAXI / LIMOUSINES,10
3013097,7512,JAPRAC,MAIA,S,1,7512.0,LOCADORAS DE VEICULOS,JAPRAC LOCADORAS DE VEICULOS,10
5270608,3405,ENTERPRISE,01234 353555,N,1,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE ENTERPRISE RENT-A-CAR,10
175025345,7512,NAISI PITIUSAS SL,EIVISSA,S,2,7512.0,LOCADORAS DE VEICULOS,NAISI PITIUSAS SL LOCADORAS DE VEICULOS,10
10974563,7512,AUTO LOC SERRA DOURADA,NATAL,N,2,7512.0,LOCADORAS DE VEICULOS,AUTO LOC SERRA DOURADA LOCADORAS DE VEICULOS,10
8700963671,7512,LOCAVIX,VITORIA,S,1,7512.0,LOCADORAS DE VEICULOS,LOCAVIX LOCADORAS DE VEICULOS,10
468686200001,5712,TUTTO 99 CENT FIL 3,FIRENZE,S,1,5712.0,MOVEIS EM GERAL,TUTTO 99 CENT FIL 3 MOVEIS EM GERAL,10
168521172123204,3351,PAYPAL SCOTGROUPLI,35314369001,N,1,3351.0,AFFILIATED AUTO RENTAL,PAYPAL SCOTGROUPLI AFFILIATED AUTO RENTAL,10
26958,7512,AL ASR AL JADID/KOURA,BEIRUT,S,1,7512.0,LOCADORAS DE VEICULOS,AL ASR AL JADID/KOURA LOCADORAS DE VEICULOS,10
9560462657,7512,GOLDCAR MAD,MADRID AEROPU,S,1,7512.0,LOCADORAS DE VEICULOS,GOLDCAR MAD LOCADORAS DE VEICULOS,10
1048389780,7296,AVEC ELEGANCE ROUPAS,RIO DE JANEIR,S,1,7296.0,ALUGUEL DE ROUPAS,AVEC ELEGANCE ROUPAS ALUGUEL DE ROUPAS,10
1066753447,5611,TOP MIX PRESENTES,BRASILIA,S,2,5611.0,LOJAS DE ROUPAS MASCULINAS,TOP MIX PRESENTES LOJAS DE ROUPAS MASCULINAS,10
306019076,7512,COSMO SCOOTER,BARCELONA,S,1,7512.0,LOCADORAS DE VEICULOS,COSMO SCOOTER LOCADORAS DE VEICULOS,10
1027419094,7512,CLASSE A,RIO DE JANEIR,S,2,7512.0,LOCADORAS DE VEICULOS,CLASSE A LOCADORAS DE VEICULOS,10
6674313,7512,FUNIVIA,TAORMINA,S,1,7512.0,LOCADORAS DE VEICULOS,FUNIVIA LOCADORAS DE VEICULOS,10
11657278,7512,FUNCHAL LOC VEICULOS,ILHEUS,N,1,7512.0,LOCADORAS DE VEICULOS,FUNCHAL LOC VEICULOS LOCADORAS DE VEICULOS,10
785457,5499,NATVIDA HORTIFRUTI E M,RIO DE JANEIR,N,137,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,NATVIDA HORTIFRUTI E M ACOUGUE MERC FRUTOS DO MAR ALIM VA,10
3002349,7512,AUSOCAR AUT LDA,LISBOA,N,1,7512.0,LOCADORAS DE VEICULOS,AUSOCAR AUT LDA LOCADORAS DE VEICULOS,10
9513962316,7512,FIRST,MIKONOU,S,1,7512.0,LOCADORAS DE VEICULOS,FIRST LOCADORAS DE VEICULOS,10
8719403966,7512,ESPACO LUZ,FERNANDO DE N,S,6,7512.0,LOCADORAS DE VEICULOS,ESPACO LUZ LOCADORAS DE VEICULOS,10
94534198,4722,PAGSEGUROUOL FLORDELIS,CABOFRIO,S,2,4722.0,OPERADORES / AGENCIAS DE VIAGEM,PAGSEGUROUOL FLORDELIS OPERADORES / AGENCIAS DE VIAGEM,10
9500646674,7512,BUCHBINDER AUTOVERMIETUNG,HAHN-FLUGHAFE,S,1,7512.0,LOCADORAS DE VEICULOS,BUCHBINDER AUTOVERMIETUNG LOCADORAS DE VEICULOS,10
53456122,7512,VIA CAPRI PRODUCOES,CURITIBA,S,2,7512.0,LOCADORAS DE VEICULOS,VIA CAPRI PRODUCOES LOCADORAS DE VEICULOS,10
8719616070,7512,MONTAUTO,RIO DE JANEIR,N,3,7512.0,LOCADORAS DE VEICULOS,MONTAUTO LOCADORAS DE VEICULOS,10
9523900074,7512,MAGGIORE,ROMA,N,28,7512.0,LOCADORAS DE VEICULOS,MAGGIORE LOCADORAS DE VEICULOS,10
5000670,3405,ENTERPRISE HOLDINGS,MADRID,S,3,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE HOLDINGS ENTERPRISE RENT-A-CAR,10
32622640400282,7512,SOMELAC HF,86CHASSENEUIL,N,4,7512.0,LOCADORAS DE VEICULOS,SOMELAC HF LOCADORAS DE VEICULOS,10
15489337,5211,POLICAR,RIO DE JANEIR,S,41,5211.0,LOJAS DE MATERIAL DE CONSTRUCAO,POLICAR LOJAS DE MATERIAL DE CONSTRUCAO,10
90595965,4789,PAG SANDROALVESBARBAT,RIODEJANEIRO,S,4,4789.0,COOPERATIVAS DE TAXI,PAG SANDROALVESBARBAT COOPERATIVAS DE TAXI,10
8670601129,5511,AB INTERCAR COMERCIO DE A,RIO DE JANEIR,S,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),AB INTERCAR COMERCIO DE A CARROS E CAMINHOES (NOVOS / USADOS),10
27929435,7512,PIAMONTE VITACURA,SANTIAGO,S,1,7512.0,LOCADORAS DE VEICULOS,PIAMONTE VITACURA LOCADORAS DE VEICULOS,10
4096001334,5511,LAND ROVER ORLANDO 000000,ORLANDO,S,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),LAND ROVER ORLANDO 000000 CARROS E CAMINHOES (NOVOS / USADOS),10
4184744,4121,COSMO BARBOSA DANTAS D,SAO PAULO,N,2,4121.0,TAXI / LIMOUSINES,COSMO BARBOSA DANTAS D TAXI / LIMOUSINES,10
1102246287,4722,COCAR ECO CULTURAL LDT,RIO DE JANEIR,S,1,4722.0,OPERADORES / AGENCIAS DE VIAGEM,COCAR ECO CULTURAL LDT OPERADORES / AGENCIAS DE VIAGEM,10
110-7002991318,7512,FIREFLY AV 10 PDC 2,SOLIDARIDAD Q,S,3,7512.0,LOCADORAS DE VEICULOS,FIREFLY AV 10 PDC 2 LOCADORAS DE VEICULOS,10
1054122706,7512,AGUA VIVA COMERCIO,JOAO PESSOA,N,1,7512.0,LOCADORAS DE VEICULOS,AGUA VIVA COMERCIO LOCADORAS DE VEICULOS,10
64047674,4789,GVB VOERTUIG B354,AMSTERDAM,S,1,4789.0,COOPERATIVAS DE TAXI,GVB VOERTUIG B354 COOPERATIVAS DE TAXI,10
367636400001,7512,NOLO BARCHE LUCIBELLO,POSITANO,N,1,7512.0,LOCADORAS DE VEICULOS,NOLO BARCHE LUCIBELLO LOCADORAS DE VEICULOS,10
20058376,7512,MOTO-TRUST,MIKONOS,N,1,7512.0,LOCADORAS DE VEICULOS,MOTO-TRUST LOCADORAS DE VEICULOS,10
12124641,7512,CINCO ESTRELLAS,USHUAIA,N,3,7512.0,LOCADORAS DE VEICULOS,CINCO ESTRELLAS LOCADORAS DE VEICULOS,10
9069491892,7296,AVEC ELEGANCE ROUPA,RIO DE JANEIR,S,3,7296.0,ALUGUEL DE ROUPAS,AVEC ELEGANCE ROUPA ALUGUEL DE ROUPAS,10
442150300004,7512,TUSCANY EXPERTS SRL,SIENA,N,1,7512.0,LOCADORAS DE VEICULOS,TUSCANY EXPERTS SRL LOCADORAS DE VEICULOS,10
10774521,7512,CARRO RESERVA COM,CURITIBA,N,2,7512.0,LOCADORAS DE VEICULOS,CARRO RESERVA COM LOCADORAS DE VEICULOS,10
2217433,3405,ENTERPRISE HOLDINGS,TILLÃ‰,N,2,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE HOLDINGS ENTERPRISE RENT-A-CAR,10
5000733,3405,ENTERPRISE HOLDINGS,GRANADA,N,2,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE HOLDINGS ENTERPRISE RENT-A-CAR,10
9031728,7512,TURISPRIME,NIF 513791361,S,6,7512.0,LOCADORAS DE VEICULOS,TURISPRIME LOCADORAS DE VEICULOS,10
6317476851,4121,AJL CAB CORP AJL CAB CORP,S OZONE PARK,S,1,4121.0,TAXI / LIMOUSINES,AJL CAB CORP AJL CAB CORP TAXI / LIMOUSINES,10
11379116,7512,M KAI N MALLIS OE,ADAMAS,S,1,7512.0,LOCADORAS DE VEICULOS,M KAI N MALLIS OE LOCADORAS DE VEICULOS,10
64048839,4789,GVB VOERTUIG B338,AMSTERDAM,S,1,4789.0,COOPERATIVAS DE TAXI,GVB VOERTUIG B338 COOPERATIVAS DE TAXI,10
3606376,7512,MANCHESTER,VITORIA,N,1,7512.0,LOCADORAS DE VEICULOS,MANCHESTER LOCADORAS DE VEICULOS,10
322593146,7512,GOLDCAR PALMA DE MALLORCA,PALMA MALLORC,S,5,7512.0,LOCADORAS DE VEICULOS,GOLDCAR PALMA DE MALLORCA LOCADORAS DE VEICULOS,10
43739,5661,VIA UNO CAPAO DA CANOA,CAPAO DA CANO,S,1,5661.0,LOJAS DE SAPATOS,VIA UNO CAPAO DA CANOA LOJAS DE SAPATOS,10
4001959,3405,ENTERPRISE,01908 520795,S,3,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE ENTERPRISE RENT-A-CAR,10
22385298,4225,FALABELLA FLORIDA I P5298,CAP FEDERAL,N,1,4225.0,ARMAZEM PUBLICO,FALABELLA FLORIDA I P5298 ARMAZEM PUBLICO,10
7484717,7512,AUTONOLEGGIO AUTO EUROPA,BARI,N,6,7512.0,LOCADORAS DE VEICULOS,AUTONOLEGGIO AUTO EUROPA LOCADORAS DE VEICULOS,10
468686200001,5712,TUTTO 99 CENT FIL 3,FIRENZE,N,3,5712.0,MOVEIS EM GERAL,TUTTO 99 CENT FIL 3 MOVEIS EM GERAL,10
34700,7512,EXPOAUTOPARTS,QUITO,N,2,7512.0,LOCADORAS DE VEICULOS,EXPOAUTOPARTS LOCADORAS DE VEICULOS,10
720000174253,4121,BOSTON TAXI,LONG ISLAND C,S,10,4121.0,TAXI / LIMOUSINES,BOSTON TAXI TAXI / LIMOUSINES,10
135196,7512,BRAVACAR,SAO MARTINHO,N,1,7512.0,LOCADORAS DE VEICULOS,BRAVACAR LOCADORAS DE VEICULOS,10
8726988496,7372,COTY IFCCOTY,SAO PAULO,N,2,7372.0,PROCESSAMENTO DE DADOS E SERVICOS,COTY IFCCOTY PROCESSAMENTO DE DADOS E SERVICOS,10
1212896,7512,CAPRI 360 SRLS,CAPRI,S,1,7512.0,LOCADORAS DE VEICULOS,CAPRI 360 SRLS LOCADORAS DE VEICULOS,10
26074516,5814,CARMO E LUCCA,SAO PAULO,S,1,5814.0,FAST FOOD,CARMO E LUCCA FAST FOOD,10
8230399,7512,BELT CONNECT,VENEZIA,N,1,7512.0,LOCADORAS DE VEICULOS,BELT CONNECT LOCADORAS DE VEICULOS,10
20994087,7512,MULTIPLIC LOC DE VEI,J GUARARAPES,S,13,7512.0,LOCADORAS DE VEICULOS,MULTIPLIC LOC DE VEI LOCADORAS DE VEICULOS,10
20219083,5499,NATVIDA HORTIFRUTI,RIO DE JANEIR,S,187,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,NATVIDA HORTIFRUTI ACOUGUE MERC FRUTOS DO MAR ALIM VA,10
9917946196,7512,BRC AUTOMOVEIS,GUARULHOS,N,19,7512.0,LOCADORAS DE VEICULOS,BRC AUTOMOVEIS LOCADORAS DE VEICULOS,10
8731312229,7512,RIO STATUS,DUQUE DE CAXI,S,1,7512.0,LOCADORAS DE VEICULOS,RIO STATUS LOCADORAS DE VEICULOS,10
1103627101,7512,ESPACO LUZ,FERNANDO DE N,S,4,7512.0,LOCADORAS DE VEICULOS,ESPACO LUZ LOCADORAS DE VEICULOS,10
1065777148,5691,HEBERT LORRAN FERREIRA,SAO PAULO,N,1,5691.0,ROUPAS MASCULINAS E FEMININAS,HEBERT LORRAN FERREIRA ROUPAS MASCULINAS E FEMININAS,10
