COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA,CATEGORIA
27210376,5411,MERCADO SAO MATEUS,NOVA FRIBURGO,N,2,5411.0,SUPERMERCADOS,MERCADO SAO MATEUS SUPERMERCADOS,5,Supermercado
25038811,5331,"SUPER 1,99",TIJUCAS,N,1,5331.0,LOJAS DE ARMARINHOS E BAZARES,"SUPER 1,99 LOJAS DE ARMARINHOS E BAZARES",5,Supermercado
1006181145,5039,WALTER BELTRAME,SANTA MARIA,S,5,5039.0,MATERIAIS DE CONSTRUCAO SEM CLASSIFICACAO,WALTER BELTRAME MATERIAIS DE CONSTRUCAO SEM CLASSIFICACAO,5,Supermercado
101000047337,5411,R DE SOUZA MINI MERCADO M,CANOAS,S,10,5411.0,SUPERMERCADOS,R DE SOUZA MINI MERCADO M SUPERMERCADOS,5,Supermercado
1098818005,5300,HIPERMERCADO DO CARLIT,CAPANEMA,N,1,5300.0,ATACADISTA,HIPERMERCADO DO CARLIT ATACADISTA,5,Supermercado
1094397560,5499,MERCADO DO BAIRRO QUAT,NITEROI,N,10,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,MERCADO DO BAIRRO QUAT ACOUGUE MERC FRUTOS DO MAR ALIM VA,5,Supermercado
1036897319,5411,SUPERMERCADO CENTRAL,SILVIANOPOLIS,S,2,5411.0,SUPERMERCADOS,SUPERMERCADO CENTRAL SUPERMERCADOS,5,Supermercado
8678153032,5411,WMS SUPERMERCADO DO BR LT,CURITIBA,S,12,5411.0,SUPERMERCADOS,WMS SUPERMERCADO DO BR LT SUPERMERCADOS,5,Supermercado
8620568246,5411,MERCADO MIRIM,SAO JOAO DE M,S,3,5411.0,SUPERMERCADOS,MERCADO MIRIM SUPERMERCADOS,5,Supermercado
1040942005,5411,MERCADINHO + MAIS,CAMPOS DO JOR,S,6,5411.0,SUPERMERCADOS,MERCADINHO + MAIS SUPERMERCADOS,5,Supermercado
1011151313,5411,MERC PANIF VERDE VALE,ITAJAI,S,2,5411.0,SUPERMERCADOS,MERC PANIF VERDE VALE SUPERMERCADOS,5,Supermercado
48206341991,5300,SAMS CLUB,SUNRISE,N,1,5300.0,ATACADISTA,SAMS CLUB ATACADISTA,5,Supermercado
1063457987,5411,FTJ SUPERMERCADOS,JACAREI,S,4,5411.0,SUPERMERCADOS,FTJ SUPERMERCADOS SUPERMERCADOS,5,Supermercado
1087582617,5411,CARREFOUR EXPRESS-BERR,SAO PAULO,N,22,5411.0,SUPERMERCADOS,CARREFOUR EXPRESS-BERR SUPERMERCADOS,5,Supermercado
4441948,5411,SUPERMERCADO JC,CARNAIBA DO S,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO JC SUPERMERCADOS,5,Supermercado
8534569140,5411,MERCEARIACACHOEIREN,CACHOEIRAS DE,S,1,5411.0,SUPERMERCADOS,MERCEARIACACHOEIREN SUPERMERCADOS,5,Supermercado
1069946963,5411,SUPER SUPERMERCADO,JI-PARANA,S,1,5411.0,SUPERMERCADOS,SUPER SUPERMERCADO SUPERMERCADOS,5,Supermercado
41963814,5411,MERCADO TRADENSE,ANTONIO P MIN,S,3,5411.0,SUPERMERCADOS,MERCADO TRADENSE SUPERMERCADOS,5,Supermercado
627691201412213,5411,SHERBOURNE FRESHCO 968,TORONTO,S,2,5411.0,SUPERMERCADOS,SHERBOURNE FRESHCO 968 SUPERMERCADOS,5,Supermercado
329622856,5411,FRAGADIS BOTIGA 111,TARRAGONA,S,2,5411.0,SUPERMERCADOS,FRAGADIS BOTIGA 111 SUPERMERCADOS,5,Supermercado
1030240288,5411,SUPERMERCADO DO POVO,STA BARBARA T,S,2,5411.0,SUPERMERCADOS,SUPERMERCADO DO POVO SUPERMERCADOS,5,Supermercado
598734,5411,SUPERMERCADO AMERICA,CUIABA,S,6,5411.0,SUPERMERCADOS,SUPERMERCADO AMERICA SUPERMERCADOS,5,Supermercado
853106493000000,5411,SUPERBOM SUPERMER,BAURU,S,1,5411.0,SUPERMERCADOS,SUPERBOM SUPERMER SUPERMERCADOS,5,Supermercado
1030771933,5411,SUPERMERCADOS BH,RIBEIRAO DAS,S,32,5411.0,SUPERMERCADOS,SUPERMERCADOS BH SUPERMERCADOS,5,Supermercado
8700668973,5411,QUALI PRECO,ARARUAMA,S,51,5411.0,SUPERMERCADOS,QUALI PRECO SUPERMERCADOS,5,Supermercado
1063450257,5411,DIA 9454,SAO PAULO,S,4,5411.0,SUPERMERCADOS,DIA 9454 SUPERMERCADOS,5,Supermercado
8674873906,5945,MEGABMART BRINQ PRESENTES,SALVADOR,S,5,5945.0,BRINQUEDOS E JOGOS,MEGABMART BRINQ PRESENTES BRINQUEDOS E JOGOS,5,Supermercado
13211234,5411,COOP DIADEMA,DIADEMA,N,1,5411.0,SUPERMERCADOS,COOP DIADEMA SUPERMERCADOS,5,Supermercado
1030006439,5411,MERCEARIA DA TABOA,GUIRICEMA,N,2,5411.0,SUPERMERCADOS,MERCEARIA DA TABOA SUPERMERCADOS,5,Supermercado
4445900001628,5411,WM SUPERCENTER #1628,SANDUSKY,S,1,5411.0,SUPERMERCADOS,WM SUPERCENTER #1628 SUPERMERCADOS,5,Supermercado
8718104540,5411,SUPERMERCADO PAGUE MEN,INDAIATUBA,S,11,5411.0,SUPERMERCADOS,SUPERMERCADO PAGUE MEN SUPERMERCADOS,5,Supermercado
1009325431,5411,SUPERMERCADO MARTINS,LINHARES,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO MARTINS SUPERMERCADOS,5,Supermercado
1200852966,5411,NEW WORLD KERIKERI,KERIKERI,N,7,5411.0,SUPERMERCADOS,NEW WORLD KERIKERI SUPERMERCADOS,5,Supermercado
1077556753,5411,DIA BRASIL LJ 513,RIBEIRAO PRET,S,38,5411.0,SUPERMERCADOS,DIA BRASIL LJ 513 SUPERMERCADOS,5,Supermercado
64991857,5411,DIA 564,SAO PAULO,N,8,5411.0,SUPERMERCADOS,DIA 564 SUPERMERCADOS,5,Supermercado
445416,5719,ATACADAO ZZ UTILIDADES,NOVA IGUACU,N,5,5719.0,UTILIDADES E MOBILIA PARA O LAR,ATACADAO ZZ UTILIDADES UTILIDADES E MOBILIA PARA O LAR,5,Supermercado
368221,5399,ANEESAS SUPERETTE,CAPE TOWN,N,1,5399.0,MERCADORIAS E SERVICOS EM GERAL NA,ANEESAS SUPERETTE MERCADORIAS E SERVICOS EM GERAL NA,5,Supermercado
40536580,5411,DIA BRASIL LJ 382,CAMPINAS,N,2,5411.0,SUPERMERCADOS,DIA BRASIL LJ 382 SUPERMERCADOS,5,Supermercado
21998540,5411,MERCEARIA NATVIT,JUIZ DE FORA,S,3,5411.0,SUPERMERCADOS,MERCEARIA NATVIT SUPERMERCADOS,5,Supermercado
1061046076,5411,CONVEM SUPERMERCADOS,BRAGANCA PAUL,N,6,5411.0,SUPERMERCADOS,CONVEM SUPERMERCADOS SUPERMERCADOS,5,Supermercado
8731407052,5814,MEGA MATTE,RIO DE JANEIR,S,86,5814.0,FAST FOOD,MEGA MATTE FAST FOOD,5,Supermercado
16727053,5411,SUPERMERCADO SHIBATA,TAUBATE,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO SHIBATA SUPERMERCADOS,5,Supermercado
8701331167,5411,MERC RONDA ALTA,RIO DE JANEIR,S,59,5411.0,SUPERMERCADOS,MERC RONDA ALTA SUPERMERCADOS,5,Supermercado
8731172987,5411,NOSSA REDE,RIO DE JANEIR,S,12,5411.0,SUPERMERCADOS,NOSSA REDE SUPERMERCADOS,5,Supermercado
1036312817,5300,SUPERATACADO CENTRONOR,PORTO VELHO,N,1,5300.0,ATACADISTA,SUPERATACADO CENTRONOR ATACADISTA,5,Supermercado
1040605653,5411,SUPERMERCADO BOM SABOR,MARATAIZES,S,9,5411.0,SUPERMERCADOS,SUPERMERCADO BOM SABOR SUPERMERCADOS,5,Supermercado
601112024058344,5411,NEWPORT HOTEL GIFT SHO,SUNNY ISLES B,S,1,5411.0,SUPERMERCADOS,NEWPORT HOTEL GIFT SHO SUPERMERCADOS,5,Supermercado
2190375022,5411,GIANT 0326,LANHAM,S,4,5411.0,SUPERMERCADOS,GIANT 0326 SUPERMERCADOS,5,Supermercado
4445900002748,5411,WM SUPERCENTER #2748,GULF SHORES,S,1,5411.0,SUPERMERCADOS,WM SUPERCENTER #2748 SUPERMERCADOS,5,Supermercado
4445091190157,5411,WHOLEFDS LAT 10155,LOS ALTOS,S,3,5411.0,SUPERMERCADOS,WHOLEFDS LAT 10155 SUPERMERCADOS,5,Supermercado
9082610387,5411,SUPERMER TEM DE TUD,JIJOCA DE JER,S,3,5411.0,SUPERMERCADOS,SUPERMER TEM DE TUD SUPERMERCADOS,5,Supermercado
41956975100011,5411,SUPERMARCHESTHELIER,RENNES,S,4,5411.0,SUPERMERCADOS,SUPERMARCHESTHELIER SUPERMERCADOS,5,Supermercado
8706884939,5411,ATUAL SUPERMERCAD,CALDAS NOVAS,S,2,5411.0,SUPERMERCADOS,ATUAL SUPERMERCAD SUPERMERCADOS,5,Supermercado
8714003597,5411,MULTIMARKET,RIO DE JANEIR,S,35,5411.0,SUPERMERCADOS,MULTIMARKET SUPERMERCADOS,5,Supermercado
44100787,5411,HIMITSU,CUIABA,N,1,5411.0,SUPERMERCADOS,HIMITSU SUPERMERCADOS,5,Supermercado
550221,5411,MERCDO E ACOUGUE VILA,CANELA,S,5,5411.0,SUPERMERCADOS,MERCDO E ACOUGUE VILA SUPERMERCADOS,5,Supermercado
169298756,5411,MIGROS M TOBLERPLATZ,ZURICH,N,2,5411.0,SUPERMERCADOS,MIGROS M TOBLERPLATZ SUPERMERCADOS,5,Supermercado
9915670376,5411,B578 BOMPRECO,SALVADOR,S,29,5411.0,SUPERMERCADOS,B578 BOMPRECO SUPERMERCADOS,5,Supermercado
8716058557,5411,MERCADO SUPER COMPRAS,RIO DE JANEIR,S,119,5411.0,SUPERMERCADOS,MERCADO SUPER COMPRAS SUPERMERCADOS,5,Supermercado
8718159262,5691,MUY MATRERA EXTRA,NOVA FRIBURGO,S,3,5691.0,ROUPAS MASCULINAS E FEMININAS,MUY MATRERA EXTRA ROUPAS MASCULINAS E FEMININAS,5,Supermercado
1046073750,5411,MERCEARIA PAU PEREIRA,ITAGUAI,S,3,5411.0,SUPERMERCADOS,MERCEARIA PAU PEREIRA SUPERMERCADOS,5,Supermercado
38003651,5691,MERCATTO,RECIFE,S,3,5691.0,ROUPAS MASCULINAS E FEMININAS,MERCATTO ROUPAS MASCULINAS E FEMININAS,5,Supermercado
2759024401,5300,SUPERMERCADO NORDESTAO,NATAL,N,14,5300.0,ATACADISTA,SUPERMERCADO NORDESTAO ATACADISTA,5,Supermercado
33498270,5722,MERCADAO DA LIMPEZA,MONTE GORDO,S,1,5722.0,UTENSILIOS DOMESTICOS,MERCADAO DA LIMPEZA UTENSILIOS DOMESTICOS,5,Supermercado
7709777,5411,REMA 1000 FRB,FREDERIKSBERG,S,11,5411.0,SUPERMERCADOS,REMA 1000 FRB SUPERMERCADOS,5,Supermercado
42644020,5411,DIA % 9386,OSASCO,N,1,5411.0,SUPERMERCADOS,DIA % 9386 SUPERMERCADOS,5,Supermercado
9424687994,5411,SAINSBURY'S SUPERMARKETS,ST ALBANS,S,2,5411.0,SUPERMERCADOS,SAINSBURY'S SUPERMARKETS SUPERMERCADOS,5,Supermercado
11432837,5411,B DE C DA S N BRITO,SAO LUIS,N,1,5411.0,SUPERMERCADOS,B DE C DA S N BRITO SUPERMERCADOS,5,Supermercado
11353244,5411,MERCADINHO 2001,RIO DE JANEIR,S,80,5411.0,SUPERMERCADOS,MERCADINHO 2001 SUPERMERCADOS,5,Supermercado
1316342,5411,KIPRECO,BAYEUX,N,5,5411.0,SUPERMERCADOS,KIPRECO SUPERMERCADOS,5,Supermercado
1025966276,5411,SUPER NOSSO,BELO HORIZONT,S,61,5411.0,SUPERMERCADOS,SUPER NOSSO SUPERMERCADOS,5,Supermercado
8715872693,5411,REDE UNIDOS SUPERMERCA,SAO JOAO DE M,S,32,5411.0,SUPERMERCADOS,REDE UNIDOS SUPERMERCA SUPERMERCADOS,5,Supermercado
1023881834,5411,MERC DO CARECA MAPUA,RIO DE JANEIR,S,313,5411.0,SUPERMERCADOS,MERC DO CARECA MAPUA SUPERMERCADOS,5,Supermercado
1027058253,5411,SUPERMERCADO ESTRADA R,POUSO ALTO,S,5,5411.0,SUPERMERCADOS,SUPERMERCADO ESTRADA R SUPERMERCADOS,5,Supermercado
8620600163,5411,CARREFOUR EXPRESS ROUX,SAO PAULO,S,5,5411.0,SUPERMERCADOS,CARREFOUR EXPRESS ROUX SUPERMERCADOS,5,Supermercado
450817000100,5411,SUPERMERCATO DISTRIBUZ,ROMA,N,1,5411.0,SUPERMERCADOS,SUPERMERCATO DISTRIBUZ SUPERMERCADOS,5,Supermercado
1027853274,5300,MAKRO 79,MARILIA,N,1,5300.0,ATACADISTA,MAKRO 79 ATACADISTA,5,Supermercado
38287765,5411,MINIMERCADO PEG PAG,OLIVENCA,S,3,5411.0,SUPERMERCADOS,MINIMERCADO PEG PAG SUPERMERCADOS,5,Supermercado
1004350349,5411,M SUPERMERCADO PIERROT,CAMPANHA,S,9,5411.0,SUPERMERCADOS,M SUPERMERCADO PIERROT SUPERMERCADOS,5,Supermercado
8714026358,5655,SUPERFORMA,BRASILIA,S,2,5655.0,ARTIGOS ESPORTIVOS,SUPERFORMA ARTIGOS ESPORTIVOS,5,Supermercado
8718440738,5411,SUPERMERCADO GUANABARA,RIO DE JANEIR,S,162,5411.0,SUPERMERCADOS,SUPERMERCADO GUANABARA SUPERMERCADOS,5,Supermercado
1101160370,5300,MART MINAS BARBACENA,BARBACENA,N,1,5300.0,ATACADISTA,MART MINAS BARBACENA ATACADISTA,5,Supermercado
104448852,5499,PAG HIPPOSUPERMERCADO,PALHOCA,S,36,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,PAG HIPPOSUPERMERCADO ACOUGUE MERC FRUTOS DO MAR ALIM VA,5,Supermercado
130873198000000,5499,MINI MERCADO DO JARBAS,ARMAÃ‡ÃƒO DOS B,N,14,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,MINI MERCADO DO JARBAS ACOUGUE MERC FRUTOS DO MAR ALIM VA,5,Supermercado
5055629,5411,SUP DEL COT CRISTHIA,ASUNCION,N,1,5411.0,SUPERMERCADOS,SUP DEL COT CRISTHIA SUPERMERCADOS,5,Supermercado
51023857,5411,SUPERMERCADO DELACASA,VARGINHA,S,75,5411.0,SUPERMERCADOS,SUPERMERCADO DELACASA SUPERMERCADOS,5,Supermercado
9563718923,5411,CARREFOUR MARKET VALLADOL,VALLADOLID,S,1,5411.0,SUPERMERCADOS,CARREFOUR MARKET VALLADOL SUPERMERCADOS,5,Supermercado
8404704,5422,MERCADO LINDA DA BARRA,RIO DE JANEIR,N,506,5422.0,COMIDAS CONGELADAS,MERCADO LINDA DA BARRA COMIDAS CONGELADAS,5,Supermercado
9081949554,5411,MERCADINHO FLAMBOYAN,PALMEIRAS,S,1,5411.0,SUPERMERCADOS,MERCADINHO FLAMBOYAN SUPERMERCADOS,5,Supermercado
57613362,5399,MERCADINHO POPULAR,SALVADOR,S,1,5399.0,MERCADORIAS E SERVICOS EM GERAL NA,MERCADINHO POPULAR MERCADORIAS E SERVICOS EM GERAL NA,5,Supermercado
24286036,5411,SUPERMERC FAMILIA,MANAUS,S,1,5411.0,SUPERMERCADOS,SUPERMERC FAMILIA SUPERMERCADOS,5,Supermercado
8714345956,5411,NOSSO NOVO MERCADO,NIQUELANDIA,S,3,5411.0,SUPERMERCADOS,NOSSO NOVO MERCADO SUPERMERCADOS,5,Supermercado
1083246388,5411,MERCEARIA LIRA,RIO DE JANEIR,N,25,5411.0,SUPERMERCADOS,MERCEARIA LIRA SUPERMERCADOS,5,Supermercado
9919923607,5411,SUPERMERCADO VETTORACI,ANCHIETA,S,4,5411.0,SUPERMERCADOS,SUPERMERCADO VETTORACI SUPERMERCADOS,5,Supermercado
380612,5300,MERCADO VILLAGE,BARRA MANSA,S,3,5300.0,ATACADISTA,MERCADO VILLAGE ATACADISTA,5,Supermercado
1036883717,5411,MINEMERCADO SAO JOSE,ITAPERUNA,S,7,5411.0,SUPERMERCADOS,MINEMERCADO SAO JOSE SUPERMERCADOS,5,Supermercado
1025982972,5411,MERCADINHO TUDO TEM,EXU,S,1,5411.0,SUPERMERCADOS,MERCADINHO TUDO TEM SUPERMERCADOS,5,Supermercado
1053921834,5411,MINIMERCADO LJ 5062,SOROCABA,S,6,5411.0,SUPERMERCADOS,MINIMERCADO LJ 5062 SUPERMERCADOS,5,Supermercado
1097012260,5411,IMBATIVEL SUPERMERCADO,NITEROI,N,39,5411.0,SUPERMERCADOS,IMBATIVEL SUPERMERCADO SUPERMERCADOS,5,Supermercado
22755470,5411,SUPERM BIG BAG,CARAPEBUS,S,5,5411.0,SUPERMERCADOS,SUPERM BIG BAG SUPERMERCADOS,5,Supermercado
1002420722,5411,BIG LAR MIGUEL SUTIL,CUIABA,S,430,5411.0,SUPERMERCADOS,BIG LAR MIGUEL SUTIL SUPERMERCADOS,5,Supermercado
711478,5411,SUPERMERCADO REX,CARRANCAS,S,24,5411.0,SUPERMERCADOS,SUPERMERCADO REX SUPERMERCADOS,5,Supermercado
1043020753,5411,HIPER CARIJOS,CONTAGEM,N,2,5411.0,SUPERMERCADOS,HIPER CARIJOS SUPERMERCADOS,5,Supermercado
4100474865,5310,TARGET MCDONOUGH 1461,MCDONOUGH,S,1,5310.0,LOJAS DE DESCONTOS,TARGET MCDONOUGH 1461 LOJAS DE DESCONTOS,5,Supermercado
19556,5812,MERCEARIA SAO ROQUE,SAO PAULO,N,18,5812.0,RESTAURANTES,MERCEARIA SAO ROQUE RESTAURANTES,5,Supermercado
8715154001,5411,SUPERMERCADO NELSINHO,CACAPAVA,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO NELSINHO SUPERMERCADOS,5,Supermercado
8674805361,5411,SUPERMERCADO LIMA E SOUZA,TOCANTINS,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO LIMA E SOUZA SUPERMERCADOS,5,Supermercado
9915643290,5411,SUPERMERCADO ROYAL,VOLTA REDONDA,S,5,5411.0,SUPERMERCADOS,SUPERMERCADO ROYAL SUPERMERCADOS,5,Supermercado
8533146338,5812,MERCEARIA 130,BELO HORIZONT,S,7,5812.0,RESTAURANTES,MERCEARIA 130 RESTAURANTES,5,Supermercado
24690711,5499,MERCADINHO DO ROSARIO,LEOPOLDINA,S,4,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,MERCADINHO DO ROSARIO ACOUGUE MERC FRUTOS DO MAR ALIM VA,5,Supermercado
101132035000000,5411,MERCADINHO CELAO,NOVA IGUACU,S,3,5411.0,SUPERMERCADOS,MERCADINHO CELAO SUPERMERCADOS,5,Supermercado
8719583767,5411,LIDER SUPERMERC E MAGA,BELEM,S,21,5411.0,SUPERMERCADOS,LIDER SUPERMERC E MAGA SUPERMERCADOS,5,Supermercado
1686139,5411,MERC CESA,MANAUS,S,2,5411.0,SUPERMERCADOS,MERC CESA SUPERMERCADOS,5,Supermercado
6504380002RA11,5411,CLARK'S MARKET INC,SNOWMASS VILL,N,17,5411.0,SUPERMERCADOS,CLARK'S MARKET INC SUPERMERCADOS,5,Supermercado
1445850,5411,M L NASCIMENTO MERCEAR,RIO DE JANEIR,S,140,5411.0,SUPERMERCADOS,M L NASCIMENTO MERCEAR SUPERMERCADOS,5,Supermercado
101000136876,5411,SUPERMERCADO ACORIANA,000-0000000,S,22,5411.0,SUPERMERCADOS,SUPERMERCADO ACORIANA SUPERMERCADOS,5,Supermercado
84302031,5411,GB EXPRESS FLAGEY,BRUXELLES,N,1,5411.0,SUPERMERCADOS,GB EXPRESS FLAGEY SUPERMERCADOS,5,Supermercado
68963947,5411,DIA 589,SAO PAULO,N,8,5411.0,SUPERMERCADOS,DIA 589 SUPERMERCADOS,5,Supermercado
41088786,5411,PAO DE ACUCAR LJ 01,SAO PAULO,N,3,5411.0,SUPERMERCADOS,PAO DE ACUCAR LJ 01 SUPERMERCADOS,5,Supermercado
3018345,5812,IL MERCATO DI PASTA,ALCABIDECHE,N,1,5812.0,RESTAURANTES,IL MERCATO DI PASTA RESTAURANTES,5,Supermercado
1037112188,5411,NOSSO SUPERMERCADO,ALEXANIA,S,1,5411.0,SUPERMERCADOS,NOSSO SUPERMERCADO SUPERMERCADOS,5,Supermercado
8731201240,5411,SACOLAO DA ECONOMIA,LIMEIRA,S,1,5411.0,SUPERMERCADOS,SACOLAO DA ECONOMIA SUPERMERCADOS,5,Supermercado
11017619,5411,BOMPRECO B593 HIPER AR,ARACAJU,S,9,5411.0,SUPERMERCADOS,BOMPRECO B593 HIPER AR SUPERMERCADOS,5,Supermercado
8709647234,5411,MERCADO SOL E MAR,PORTO SEGURO,S,5,5411.0,SUPERMERCADOS,MERCADO SOL E MAR SUPERMERCADOS,5,Supermercado
12319341,5462,IMPERIO DO MERCADO,RIO DE JANEIR,S,853,5462.0,PADARIAS,IMPERIO DO MERCADO PADARIAS,5,Supermercado
1007098560,5411,SUPERMERCADO VIEIRA,BOCAIUVA,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO VIEIRA SUPERMERCADOS,5,Supermercado
2100978654,5411,LIDL 217 ZEEWOLDE,ZEEWOLDE,S,2,5411.0,SUPERMERCADOS,LIDL 217 ZEEWOLDE SUPERMERCADOS,5,Supermercado
8704322114,5411,ASA BLUE MINI MER,ARARUAMA,S,1,5411.0,SUPERMERCADOS,ASA BLUE MINI MER SUPERMERCADOS,5,Supermercado
3171899,5411,IL GIGANTE 899,SESTO SAN GIO,N,1,5411.0,SUPERMERCADOS,IL GIGANTE 899 SUPERMERCADOS,5,Supermercado
8711726844,5411,MINI MERCADO BOA,SAMPAIO CORRE,S,370,5411.0,SUPERMERCADOS,MINI MERCADO BOA SUPERMERCADOS,5,Supermercado
1074367968,5411,MERCADO VITORIA,RIO DE JANEIR,S,455,5411.0,SUPERMERCADOS,MERCADO VITORIA SUPERMERCADOS,5,Supermercado
18246923,5411,SUPERMERCADOS IVAPORA,S JOSE PINHAI,N,1,5411.0,SUPERMERCADOS,SUPERMERCADOS IVAPORA SUPERMERCADOS,5,Supermercado
75238799,7299,EXTRA HORTIFRUTI,RIO DE JANEIR,S,9,7299.0,AGENTES IMOBILIARIOS / CORRETORES,EXTRA HORTIFRUTI AGENTES IMOBILIARIOS / CORRETORES,5,Supermercado
40784525,5411,MERCEARIA E LANCHONETE,ANTONIO CARLO,S,1,5411.0,SUPERMERCADOS,MERCEARIA E LANCHONETE SUPERMERCADOS,5,Supermercado
1053129278,5411,MERCEARIA OCIMAR,GUARUJA,S,1,5411.0,SUPERMERCADOS,MERCEARIA OCIMAR SUPERMERCADOS,5,Supermercado
4445900002967,5411,WM SUPERCENTER #2967,FT WRIGHT,S,1,5411.0,SUPERMERCADOS,WM SUPERCENTER #2967 SUPERMERCADOS,5,Supermercado
2552680,5411,SUPERMERCADO LARA RESE,SAO JOAQUIM D,S,1,5411.0,SUPERMERCADOS,SUPERMERCADO LARA RESE SUPERMERCADOS,5,Supermercado
8675259683,5411,MEGA DISTRIBUIDORA SUPERM,RIO DE JANEIR,S,150,5411.0,SUPERMERCADOS,MEGA DISTRIBUIDORA SUPERM SUPERMERCADOS,5,Supermercado
7426901,5411,SUPERAMA LOMAS VERDES,NAUCALPAN EM,S,1,5411.0,SUPERMERCADOS,SUPERAMA LOMAS VERDES SUPERMERCADOS,5,Supermercado
15151301,5411,SUP JOSE SILVA,TURMALINA,S,1,5411.0,SUPERMERCADOS,SUP JOSE SILVA SUPERMERCADOS,5,Supermercado
8719458879,5310,DIA DE CAO,RIO DE JANEIR,S,59,5310.0,LOJAS DE DESCONTOS,DIA DE CAO LOJAS DE DESCONTOS,5,Supermercado
1023875079,5411,MERCADO CARINHO,UBA,N,6,5411.0,SUPERMERCADOS,MERCADO CARINHO SUPERMERCADOS,5,Supermercado
8247463,8043,MERCADAO DOS OCULOS,BELEM,S,1,8043.0,OTICAS / PRODUTOS OTICOS,MERCADAO DOS OCULOS OTICAS / PRODUTOS OTICOS,5,Supermercado
8717922694,5411,SUMERBOL,INDAIATUBA,S,10,5411.0,SUPERMERCADOS,SUMERBOL SUPERMERCADOS,5,Supermercado
9750223,5411,ESAL SUPERMERCADO,ANGRA DOS REI,N,58,5411.0,SUPERMERCADOS,ESAL SUPERMERCADO SUPERMERCADOS,5,Supermercado
1311231344,5411,WHOLEFDS BKN #10220 00001,BROOKLYN,S,2,5411.0,SUPERMERCADOS,WHOLEFDS BKN #10220 00001 SUPERMERCADOS,5,Supermercado
157018219000000,5411,MINI MERCADO E N,NITERÃ“I,N,3,5411.0,SUPERMERCADOS,MINI MERCADO E N SUPERMERCADOS,5,Supermercado
8710429747,5411,MERCADO GUGA,FLORIANOPOLIS,S,3,5411.0,SUPERMERCADOS,MERCADO GUGA SUPERMERCADOS,5,Supermercado
60831731,5411,L ADEGA,SAO PAULO,S,2,5411.0,SUPERMERCADOS,L ADEGA SUPERMERCADOS,5,Supermercado
1030222440,5411,CARREFOUR,KRAKOW,S,1,5411.0,SUPERMERCADOS,CARREFOUR SUPERMERCADOS,5,Supermercado
64369650,5411,MERCEARIA E BEBIDAS,TOLEDO,S,1,5411.0,SUPERMERCADOS,MERCEARIA E BEBIDAS SUPERMERCADOS,5,Supermercado
542929805785623,5411,C TOWN SUPERMARKET,BROOKLYN,N,1,5411.0,SUPERMERCADOS,C TOWN SUPERMARKET SUPERMERCADOS,5,Supermercado
6311936520,5411,BIG DEAL SUPERMARKET 0000,BRONX,S,3,5411.0,SUPERMERCADOS,BIG DEAL SUPERMARKET 0000 SUPERMERCADOS,5,Supermercado
77946553,5411,MERCADO PRINCESA,RIO DE JANEIR,N,4,5411.0,SUPERMERCADOS,MERCADO PRINCESA SUPERMERCADOS,5,Supermercado
9061934519,5411,MERCADO OURO,RIO DE JANEIR,S,6,5411.0,SUPERMERCADOS,MERCADO OURO SUPERMERCADOS,5,Supermercado
60017210,5411,SUPER JUNIOR MERCADO,RIO DE JANEIR,N,22,5411.0,SUPERMERCADOS,SUPER JUNIOR MERCADO SUPERMERCADOS,5,Supermercado
69951128,5411,SUPERMERCADO CASAGRAND,LINHARES,N,1,5411.0,SUPERMERCADOS,SUPERMERCADO CASAGRAND SUPERMERCADOS,5,Supermercado
1390132,5411,GBARBOSA 11,ESTANCIA,S,7,5411.0,SUPERMERCADOS,GBARBOSA 11 SUPERMERCADOS,5,Supermercado
4147048,5411,EXCLUSIVE,VOLTA REDONDA,S,3,5411.0,SUPERMERCADOS,EXCLUSIVE SUPERMERCADOS,5,Supermercado
9198164,5411,SUPER BARRIGAO,CONTAGEM,N,1,5411.0,SUPERMERCADOS,SUPER BARRIGAO SUPERMERCADOS,5,Supermercado
150460452800,5411,AMERCAN SUPERMARKET,DAR ES SALAAM,S,1,5411.0,SUPERMERCADOS,AMERCAN SUPERMARKET SUPERMERCADOS,5,Supermercado
188637156000000,5411,MERCADO DA FAMILIA,FLORIANÃ“POLIS,N,1,5411.0,SUPERMERCADOS,MERCADO DA FAMILIA SUPERMERCADOS,5,Supermercado
1077476741,5411,MERCADO PARAISO,SALVADOR,S,5,5411.0,SUPERMERCADOS,MERCADO PARAISO SUPERMERCADOS,5,Supermercado
101000052302,5411,AVILA SUPERMERCADOS,000-0000000,S,9,5411.0,SUPERMERCADOS,AVILA SUPERMERCADOS SUPERMERCADOS,5,Supermercado
