Unnamed: 0,COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,BANDEIRA,MOEDA,FREQ_TRANSACAO,CATEGORIA,COD_CATEGORIA,COD_COMPUTADOR
1557955,101000000000,5499,CAFE DO PALACIO,CRICIUMA,S,2,177,1.0,Restaurantes,7,7
462543,1009655504,5812,DINHOS RESTAURANTES,SIDROLANDIA,S,2,177,5.0,Restaurantes,7,7
1727056,372647000000,5812,RFC DWTN CHICAGO REST,CHICAGO,N,3,146,1.0,Restaurantes,7,11
1716299,110-7000570163,5812,REST W,MEXICO DF,S,2,88,1.0,Restaurantes,7,11
492491,1287217,5812,RESTAURANTE ROQUE,FOZ DO IGUACU,S,2,177,5.0,Restaurantes,7,7
462537,11236999,5813,BOGOTA BEER COMPANY,1100100 BOGOT,S,2,29,5.0,Restaurantes,7,11
1634318,535353000000000,5611,ELTON'S,LAS VEGAS,S,2,146,1.0,Restaurantes,7,11
573288,579009000000000,5199,PIZZARIA PASSIONE,SANTO ANTÃ”NIO,N,3,177,4.0,Restaurantes,7,7
1565980,8670337153,5812,BRUNHOLI E BRUNHOLI REST,JUNDIAI,S,1,177,1.0,Restaurantes,7,11
351692,1031922323,5812,RESTAURANTE DA CELINHA,ITABIRITO,S,2,177,8.0,Restaurantes,7,7
473129,1006568708,5812,PIZZARIA MARCANTE,CAMPINAS,S,2,177,5.0,Restaurantes,7,7
484129,1037060668,5541,AP PAVAO CASTELINHO,ITU,S,2,177,5.0,Restaurantes,7,11
1327823,21-8029884536,5812,HILTON CAFE PRESTO,BOSTON,N,3,146,1.0,Restaurantes,7,7
1156251,20036251,5814,STARBUCKS DINO MALL,CORDOBA,N,3,6,1.0,Restaurantes,7,8
351691,567278000000000,5699,TRESUR,CURITIBA,N,2,177,8.0,Restaurantes,7,11
1270305,101000000000,5812,MAVI BAR LTDA,000-0000000,N,3,177,1.0,Restaurantes,7,11
473118,1047177053,5812,JIN JIN COMIDA CHINESA,CAMACARI,S,2,177,5.0,Restaurantes,7,7
53928,46374850,5814,GRAENSPACE LANCHONETE,CURITIBA,S,2,177,96.0,Restaurantes,7,7
1331073,77464409,5812,PAG*LUNAGOURMET,CURITIBA,S,2,177,1.0,Restaurantes,7,7
1565986,13338340,5732,CHINA BRASIL IMPORTA,JUAZEIRO,S,2,177,1.0,Restaurantes,7,11
351686,112358186,7230,PAG*HAPPYFOOD,CURITIBA,S,2,177,8.0,Restaurantes,7,11
573278,1730673,5812,WAKAME RESTAURANTE JAP,RIO DE JANEIR,S,2,177,4.0,Restaurantes,7,7
1565985,25340027,1799,SIRLEI MALGARETE DA RO,ITAJAI,N,3,177,1.0,Restaurantes,7,11
1565982,193957000000000,5812,BOTEKO REPUBLICA,PORTO ALEGRE,S,2,177,1.0,Restaurantes,7,11
857460,1102732696,5812,IMPERIAL SUSHI COTIA R,COTIA,S,2,177,2.0,Restaurantes,7,7
351647,205820000000000,5462,PIZZARIA ANTONIETA,CHAPECO,S,2,177,8.0,Restaurantes,7,7
1367611,1024561825,5812,REST TIA LANDA,JUNDIAI,N,3,177,1.0,Restaurantes,7,11
978640,1040239410,5812,DUDU BAR LAGO,BRASILIA,S,4,177,2.0,Restaurantes,7,11
1920110,46503,5812,BARRA ESPANHOLA LDA,LISBOA,S,2,146,1.0,Restaurantes,7,11
1362974,16140206,7230,STUDIO DE COEFFEUR,S PARNAIBA,S,2,177,1.0,Restaurantes,7,11
351777,21988218,5814,CAFETERIA CAFE,RIBEIRAO PRET,N,2,177,8.0,Restaurantes,7,7
351775,76333035,5812,RESTAURANTE PRA FRENTE,ARAPONGAS,S,2,177,8.0,Restaurantes,7,7
351773,140677000000000,5812,RESTAURANTE DAVID,ARMACAO DOS B,S,2,177,8.0,Restaurantes,7,7
462455,8530030279,5812,RESTAURANTE AVENETR,CURITIBA,S,1,177,5.0,Restaurantes,7,7
1621267,24038935,7392,PAGSEGUROUOL*FOOD DESI,SAOPAULO,N,3,177,1.0,Restaurantes,7,11
1716211,7341845,5814,COFFE,TEL AVIV-JAF,N,2,63,1.0,Restaurantes,7,7
484067,8675477210,5814,MANSUE CAFE E BISTRO LTDA,CURITIBA,S,1,177,5.0,Restaurantes,7,7
492556,49126679,5812,DOMINUS PIZZARIA,J GUARARAPES,N,3,177,5.0,Restaurantes,7,7
462461,1039844160,5813,PIPA LANCHES,MANDAGUACU,S,2,177,5.0,Restaurantes,7,8
351762,1064996326,5812,BOBILONIA GAST E COMPA,BALNEARIO CAM,S,2,177,8.0,Restaurantes,7,11
1634279,2378410260,5541,SHEETZ 2070   020701 4980,SHIPPENSBURG,N,1,146,1.0,Restaurantes,7,11
912293,9648649434,5812,CAFE KAFKA,PRAHA 1,S,2,37,2.0,Restaurantes,7,7
1727151,1055167487,5422,YATAI SUSHI,UBERLANDIA,S,2,177,1.0,Restaurantes,7,7
1270271,1053187294,5812,CHICANO TAQUERIA,SAO PAULO,N,3,177,1.0,Restaurantes,7,11
978603,254979,5812,RESTAURANTE SALSINHA E,VITORIA,N,3,177,2.0,Restaurantes,7,7
335612,1052448043,5812,CHANG & LIN,CASCAVEL,S,2,177,8.0,Restaurantes,7,11
1566022,607000000000000,5814,OLIMPIYAT RESTAURANT,ISTANBUL,N,3,159,1.0,Restaurantes,7,7
351804,1626503,5812,K  M SUSHI,BALNEARIO CAM,S,2,177,8.0,Restaurantes,7,7
1270262,19632462,5811,DON GABRIEL PIZZARIA,TIMBO,N,3,177,1.0,Restaurantes,7,7
987425,2444208,5812,ENRICO RESTAURANT,PLETTENBERG B,S,2,126,2.0,Restaurantes,7,7
1270264,1000312744,5813,PIZZA PARK.,RIO DE JANEIR,S,2,177,1.0,Restaurantes,7,7
473204,26216957,5812,PONTO CERTO RESTAURANTE,PORTO ALEGRE,S,2,177,5.0,Restaurantes,7,7
1367628,9080421456,5812,TOLDU'S PIZZARIA RESTA,CACOAL,S,1,177,1.0,Restaurantes,7,7
1276509,206803201,5462,BAR MISS FUSION COLONIA,COLONIA,S,2,147,1.0,Restaurantes,7,11
492566,161817000000000,5813,BAR REPUBLICA CWB,PONTAL DO PAR,N,3,177,5.0,Restaurantes,7,11
585163,51552310,5812,CINQUE PIZZAS,SAO PAULO,N,3,177,4.0,Restaurantes,7,7
37293,24140154,5814,ALSABABA SIRIA RESTAUR,CURITIBA,S,2,177,149.0,Restaurantes,7,11
473200,4736674,5812,REST DOCTUM,BENITO JUAREZ,N,3,88,5.0,Restaurantes,7,11
492565,15519058,5812,RESTAURANTE FURINI,PASSO FUNDO,S,2,177,5.0,Restaurantes,7,7
351788,8673284451,7216,GENI APARECIDA WITTI,CURITIBA,S,1,177,8.0,Restaurantes,7,11
55929,24544439,5812,GILPAN BAR LTDA   ME,CURITIBA,S,2,177,92.0,Restaurantes,7,11
1323427,20428124,5947,TZORTZIS IPPOKRATIS,IRAKLEIO,N,3,173,1.0,Restaurantes,7,11
351724,8670011766,5812,TREDICI BAR E RESTAURANTE,SAO PAULO,S,1,177,8.0,Restaurantes,7,7
351760,45140332,5814,RESTAURANTE FERROVIARI,CURITIBA,S,2,177,8.0,Restaurantes,7,7
1727142,14483044,5944,DOMINGUEZ RAVIDA ANA M,76001 CALI,S,2,29,1.0,Restaurantes,7,11
1162071,78428610,5993,FARAO LOUNGE BAR,IRATI,N,3,177,1.0,Restaurantes,7,11
473170,1007469363,5331,ELLE PI RESTAURANTE LT,SAO PAULO,N,3,177,5.0,Restaurantes,7,7
901819,816573,5812,CONSTANTINI GRILL,SAO PAULO,S,2,177,2.0,Restaurantes,7,7
1621298,413145000000,5812,RISTORANTE SANTO STEFA,VENEZIA,S,2,173,1.0,Restaurantes,7,7
462482,101857656,5691,PAGSEGUROUOL*VENZZA,OSASCO,N,2,177,5.0,Restaurantes,7,11
850987,1005338075,5812,PIZZARIA PIZZAIOLO,CAXIAS DO SUL,S,2,177,2.0,Restaurantes,7,7
850982,89981229,5812,PAG*BENDITARAIZ,CURITIBA,N,2,177,2.0,Restaurantes,7,11
1909950,1037780385,5814,GARDEN SHOPPING,CATANDUVA,N,3,177,1.0,Restaurantes,7,11
484079,76243990,5813,BAR NOSSA SENHORA APARE,CURITIBA,S,2,177,5.0,Restaurantes,7,11
1641592,422370000000000,5814,MAUI ISLAND COFFEE,LAHAINA,N,3,146,1.0,Restaurantes,7,7
1276485,128561000000000,5814,FRED LANCHES,APUCARANA,S,4,177,1.0,Restaurantes,7,8
901820,72650834,5812,REST PESQ CARRO DE BOI,POUSO ALEGRE,S,2,177,2.0,Restaurantes,7,11
912304,1044183389,5812,ACOUGUE E CHUR CHARQUE,SAO JOSE DOS,S,2,177,2.0,Restaurantes,7,10
1634290,899000000000000,5812,HURLEYS,NEW YORK,N,2,146,1.0,Restaurantes,7,11
23513,1504800,5300,SABOR CURITIBANO,CURITIBA,N,3,177,249.0,Restaurantes,7,11
1565997,160196000000000,5812,DOM MANO PIZZARIA,SÃƒO JOSÃ‰ DOS,N,3,177,1.0,Restaurantes,7,7
1621294,9626321475,5812,RISTORANTE GRAN GUSTO,NAPOLI,N,1,173,1.0,Restaurantes,7,7
585140,1022144,5813,APOLINARIO BAR,PORTO ALEGRE,S,2,177,4.0,Restaurantes,7,11
351759,4091071795,5812,OLIVE GARDEN  010827 1400,ORLANDO,S,1,146,8.0,Restaurantes,7,7
1156827,101462196,7299,PAGSEGUROUOL*BAZARTRIL,ESTEIO,S,2,177,1.0,Restaurantes,7,11
912296,3835359,5814,BAR E LANCHES 34,SAO PAULO,S,2,177,2.0,Restaurantes,7,8
351754,1045666316,5812,FURENZU SUSHI,SANTOS,S,2,177,8.0,Restaurantes,7,7
1331093,64066203,5812,NOODLEBAR MAX EUWE,AMSTERDAM,S,2,173,1.0,Restaurantes,7,11
335639,4436983,5812,HARU CULINARIA JAPONES,SANTOS,S,2,177,8.0,Restaurantes,7,7
1621292,47677155,5814,BETEL PIZZARIA   E RES,PAULINIA,S,2,177,1.0,Restaurantes,7,7
573246,152584000000000,5814,MAYA CAFE,RIO DE JANEIR,N,3,177,4.0,Restaurantes,7,7
1367627,8673148805,5812,ISLA CAFE LTDA - ME,SANTO ANDRE,S,1,177,1.0,Restaurantes,7,7
1565999,8530438522,5411,ENKAI EMP  DA CULIN,GOIANIA,S,1,177,1.0,Restaurantes,7,11
462473,67077010379,3777,RANGOON NEWS BUREAU,LAS VEGAS,N,3,146,5.0,Restaurantes,7,11
1362986,9079780078,5813,REST PIZZARIA DO TO,GUARAMIRIM,S,1,177,1.0,Restaurantes,7,7
987390,543998501,5814,DEDALO ARTE Y CAFE,LIMA,S,2,108,2.0,Restaurantes,7,7
1557901,3059725,5812,KAPA URBAN BEACH,LISBOA,N,3,173,1.0,Restaurantes,7,11
850977,69137994,5963,RESTAURANTE MAE E FILHO,CURITIBA,N,3,177,2.0,Restaurantes,7,7
1621270,4148550,5812,SUR RESTAURANT GRILL L,LAGES,S,2,177,1.0,Restaurantes,7,7
857452,1555358,5499,CUESTA CAFE,PARDINHO,S,2,177,2.0,Restaurantes,7,7
857451,425122000000000,5812,VILLA'S,SANTO ANDRE,S,2,177,2.0,Restaurantes,7,11
1160670,4445090000000,5411,MORTON WILLIAMS BRZ,NEW YORK,S,2,146,1.0,Restaurantes,7,10
584964,23829287,8249,PAGSEGUROUOL*MAGICPIZZ,BRUSQUE,S,2,177,4.0,Restaurantes,7,11
1331054,237932000000000,5812,OLIVEIRA'S GRILL,SAO GONCALO,S,2,177,1.0,Restaurantes,7,7
1626894,226892,5499,VIK REGIA LANCHES,NITEROI,S,2,177,1.0,Restaurantes,7,8
978779,777326000000,5812,KOYZINA KAFE,NEW YORK,S,2,146,2.0,Restaurantes,7,11
1331052,121107,5812,COFFEEHEAVEN 48,WARSZAWA,N,3,177,1.0,Restaurantes,7,7
1641484,5466705597,5814,STARBUCKS RELOAD SVC,800-782-7282,N,1,146,1.0,Restaurantes,7,8
1558003,126050000000000,5199,FORTUNO HAMBURGUERIA,NOVO HAMBURGO,N,3,177,1.0,Restaurantes,7,8
1641483,24942476,5812,DITALLI PIZZA,ITAPEMA,S,2,177,1.0,Restaurantes,7,7
901869,9919097527,5812,PETISKEIRA GRILL,PORTO ALEGRE,S,1,177,2.0,Restaurantes,7,7
53942,43888,5812,C*PAPACHINOS FOURWAYS,JHB,S,2,177,96.0,Restaurantes,7,11
40087,1077337130,5812,SUNSET BAR E GRILL,BALNEARIO CAM,S,2,177,137.0,Restaurantes,7,7
1716405,76843095704,5814,SKINNERS AT THE FORKS,WINNIPEG,S,2,23,1.0,Restaurantes,7,11
53943,1028628223,5812,PRATO LIMPO REST LANCH,CURITIBA,S,2,177,96.0,Restaurantes,7,11
1276375,1013849113,5812,RESTAURANTE GORDO E MA,GUARAPARI,S,2,177,1.0,Restaurantes,7,7
23525,8703179259,5813,SHED BAR E EVENTO,CURITIBA,S,1,177,249.0,Restaurantes,7,11
987312,1031123480,5812,CASA DE ADELIA - RESTA,SAO PAULO,S,2,177,2.0,Restaurantes,7,11
978776,111545118,5812,PAG*LEPITACOCAFEBISTR,MARINGA,N,3,177,2.0,Restaurantes,7,7
462637,8673459475,5812,REST MORRETES LTDA ME,CURITIBA,S,1,177,5.0,Restaurantes,7,11
1634351,156894000000000,5814,CACHOPAS BAR,SAO JOSE,S,2,177,1.0,Restaurantes,7,11
1727026,4316648,5812,ASMR RESTAURANTE EIREL,RIO DE JANEIR,S,2,177,1.0,Restaurantes,7,7
1626896,8670287424,5499,A CASA PIZZA G GRONCHI LT,SAO PAULO,S,1,177,1.0,Restaurantes,7,7
462617,1008410648,5812,JURA RESTAURANTE,SAO PAULO,S,2,177,5.0,Restaurantes,7,7
1634355,367101000000000,7011,CASTELLO DI VERRAZZAN 855,GREVE IN CHIA,S,2,173,1.0,Restaurantes,7,11
1634356,4351031,5462,RESTAURANTE ESPETO MAN,RONDONOPOLIS,S,2,177,1.0,Restaurantes,7,7
1716386,3010871,5541,PARK HOLDENHURST,BOURNEMOUTH,N,3,144,1.0,Restaurantes,7,10
1327836,32127495,7999,CAFETERIA TIO WILLY 2,PINTO,S,2,27,1.0,Restaurantes,7,7
901861,1093812734,5812,TR MORUMBI RESTAURANTE,SAO PAULO,S,2,177,2.0,Restaurantes,7,7
1716389,8491505616,5499,ART PIZZAS GOURMET 1,CASCAVEL,S,1,177,1.0,Restaurantes,7,7
36205,46056238,5499,MON CAFE,CURITIBA,S,2,177,154.0,Restaurantes,7,7
1716390,14000000000000,5812,THE OLIVE GARD00014787,HENDERSON,N,2,146,1.0,Restaurantes,7,7
1319174,4246194,5814,CM PALMA CAFE E LANCHE,RESENDE,N,3,177,1.0,Restaurantes,7,8
462635,8679250829,5812,ALIMENTUM ESM RESTAURANTE,SAO PAULO,S,1,177,5.0,Restaurantes,7,7
917990,8678913872,5812,QUARTIER GRILL B LTDA   M,RIO DE JANEIR,S,1,177,2.0,Restaurantes,7,7
906341,55378633,5814,LEDAS LANCHES,BALNEARIO CAM,N,3,177,2.0,Restaurantes,7,8
1557990,30222805659,5814,WILLIAMS COFFEE PUBQFF,HAMILTON,S,2,23,1.0,Restaurantes,7,7
584962,4003665,5441,R R DOCERIA LTDA ME,RIBEIRAO PRET,S,2,177,4.0,Restaurantes,7,10
492447,100325274,6300,PAG*CAFEMARITAFAC,CURITIBA,N,3,177,5.0,Restaurantes,7,7
335858,264132,5300,CHOPPAO RESTAURANTE,LONDRINA,S,2,177,8.0,Restaurantes,7,7
1716429,1079550957,5813,DONA MOCA BAR E COZINH,NATAL,S,4,177,1.0,Restaurantes,7,11
1565880,209897000000000,5499,DONA DE CAFE,ASSIS,N,3,177,1.0,Restaurantes,7,7
987298,8700840077,5814,PI TEMAKERIA,SANTANA DE PA,S,1,177,2.0,Restaurantes,7,7
1558014,77862481,7299,NATAN LANCHES,SAO PAULO,N,2,177,1.0,Restaurantes,7,8
473023,78061571,5199,BAR DO GOLEEE,CURITIBA,S,4,177,5.0,Restaurantes,7,11
36215,1252753,5812,RESTAURANTE ENSEADA,CAMPO LARGO,S,2,177,154.0,Restaurantes,7,7
1132152,6946716,5441,MARZIPAN BAKERY,JERUSALEM,N,3,63,1.0,Restaurantes,7,10
901896,1464798,5812,BAR E RESTAURANTE DO J,PIRACICABA,S,2,177,2.0,Restaurantes,7,7
584947,35594365,5812,PIZZARIA VINOLI,TERESINA,S,2,177,4.0,Restaurantes,7,7
987295,8534063458,5812,HAKO SUSHI,POMERODE,S,1,177,2.0,Restaurantes,7,7
38824,4551489,5441,RABISCADOS DO RESTAURA,CURITIBA,S,2,177,142.0,Restaurantes,7,11
987293,78675766,5814,RAFA GOURMET,FLORIANOPOLIS,S,2,177,2.0,Restaurantes,7,7
25103,8670632074,5812,CK RESTAURANTE LTDA ME,CURITIBA,S,1,177,231.0,Restaurantes,7,7
36227,87200075,5814,PAG*KILANCHES,CURITIBA,S,2,177,154.0,Restaurantes,7,8
1319186,1068080687,5812,POMODORI PIZZA,BELO HORIZONT,N,3,177,1.0,Restaurantes,7,7
978801,9622903,5812,ASTRID POLANCO,CIUDAD DE ME,S,2,88,2.0,Restaurantes,7,11
1716423,104655376,4789,PAG*RENATOBARBOSAMATI,SAOPAULO,N,3,177,1.0,Restaurantes,7,10
473034,564867000000000,5812,CAFE CREPE,VANCOUVER,S,2,23,5.0,Restaurantes,7,7
351498,1078715596,5814,CAFE BOMBSTA MARTA,CURITIBA,S,4,177,8.0,Restaurantes,7,7
1716414,1024997127,5812,BAR E RESTAURANTE REDO,ESMERALDAS,S,2,177,1.0,Restaurantes,7,7
584955,19506765,5814,JONYS BAR,APIUNA,S,2,177,4.0,Restaurantes,7,11
987302,78134021,5499,BUFFET DOS ANJOS,CURITIBA,S,2,177,2.0,Restaurantes,7,7
335848,1097401690,5814,SABORES DA VIDA CAFE E,BALNEARIO CAM,S,2,177,8.0,Restaurantes,7,7
857407,642163,5499,SORVETERIA GYGABOM,MARILIA,N,3,177,2.0,Restaurantes,7,8
1565894,138510000000000,5462,DOURADOS BAR,SÃƒO PAULO,N,3,177,1.0,Restaurantes,7,11
1727003,69650489,5812,RESTAURANTE SANDRA REGI,BRASILIA,S,2,177,1.0,Restaurantes,7,7
351475,1017727675,5462,PANIFICADORA BOSSE,JOINVILLE,S,2,177,8.0,Restaurantes,7,10
1323372,1127360,5950,VIDRACARIA RESTAURANTE,BRASILIA,S,2,177,1.0,Restaurantes,7,7
492443,11945078,5812,REST BAR PORTON D SN 0,13001CARTAGE,N,3,29,5.0,Restaurantes,7,11
492441,36932450,5441,TRINITTA CAFE,FLORIANOPOLIS,N,3,177,5.0,Restaurantes,7,7
1367563,583831000000000,5631,CHARMING CHARLIE #316,LAS VEGAS,N,3,146,1.0,Restaurantes,7,10
1123141,20886394,5813,CERVECERIA PATAGONI ME,CABA,N,3,6,1.0,Restaurantes,7,11
1331047,4445010000000,5311,CHICO'S #1185,WEST PALM BEA,N,2,146,1.0,Restaurantes,7,11
1626906,1057909529,5813,VENEZINHA CAFE,SAO PAULO,N,3,177,1.0,Restaurantes,7,7
978766,436846000000000,5812,RESTAURANTE BRASIL COR,BOCA RATON,N,3,146,2.0,Restaurantes,7,7
573351,41060997,5812,SUPER ATHENAS PIZZA,CURITIBA,S,2,177,4.0,Restaurantes,7,7
918030,1034176576,5641,MINAMOO CHAPECO,CHAPECO,N,3,177,2.0,Restaurantes,7,11
1641525,268944,5300,SANDUBA DI BOTEKO,RIO DE JANEIR,N,3,177,1.0,Restaurantes,7,11
573309,345545000000,5812,IHOP #36-101,KISSIMMEE,N,3,146,4.0,Restaurantes,7,7
1565960,8621436930,5812,SUSHI GUSHIRESTAURANT,SAO PAULO,S,1,177,1.0,Restaurantes,7,7
1641521,600253819,4722,SALZBURGER PANORAMATOURS,SALZBURG,S,2,173,1.0,Restaurantes,7,8
1557961,1021409917,5271,GERUZA BARRETO,SALVADOR,N,3,177,1.0,Restaurantes,7,11
1716341,1644732,5814,DOCERIA TRES L,VOLTA REDONDA,N,3,177,1.0,Restaurantes,7,10
1367588,76492010,5812,REST TORRES GEMEAS,CABO FRIO,N,3,177,1.0,Restaurantes,7,11
473100,1287095,5499,LAPIN CAFE E BISTROT,SAO PAULO,S,2,177,5.0,Restaurantes,7,7
1716347,8685101040,5812,CHURRASCARIA SERRA E MAR,LAURO MULLER,S,1,177,1.0,Restaurantes,7,7
462570,15313964,5814,RAIZES  CHOP PIZZARIA,UBATUBA,N,3,177,5.0,Restaurantes,7,7
573312,162420000000000,5999,CASA DA CHURRASQUEIRA,MARINGÃ,N,3,177,4.0,Restaurantes,7,11
1621335,70125783,7230,MARLEY COIFEUR,RIO DE JANEIR,S,2,177,1.0,Restaurantes,7,11
335770,74101579,5814,SANDUBA S LANCHES,CURITIBA,S,4,177,8.0,Restaurantes,7,8
462567,2759028725,5812,PIZZARIA FARFALLA,SAO PAULO,N,3,177,5.0,Restaurantes,7,7
1727050,75915618,5499,DONCERIA FANTASIA,COTIA,S,2,177,1.0,Restaurantes,7,11
1565961,650000000000000,5812,PIZZA FACTORY SALT LAKE,SALT LAKE CIT,N,2,146,1.0,Restaurantes,7,7
1634326,445429000000,6513,RPS*BARTZ RANCH RD,8007040154,N,3,146,1.0,Restaurantes,7,11
335747,744542,5812,RESTAURANTE TAKEDO,PORTO ALEGRE,N,3,177,8.0,Restaurantes,7,7
1716312,5272412693,5814,SBARRO 557 0058,LAS VEGAS,N,1,146,1.0,Restaurantes,7,11
1641532,20960107,5812,CAFE TURISMO REST,PERUIBE,S,2,177,1.0,Restaurantes,7,7
1716314,200000000000,5814,AUTOGRILL PLAINE,FRESNAY L EVE,N,3,173,1.0,Restaurantes,7,7
1331060,8538742040,5814,RESTAURANTELUBAM,MORRETES,S,1,177,1.0,Restaurantes,7,7
462549,71993193,5812,BISTRO SUSHI HOME,SAO PAULO,S,4,177,5.0,Restaurantes,7,7
573303,1003890862,5331,ELPURO TABACO & CAFE,INDAIATUBA,S,2,177,4.0,Restaurantes,7,7
1270309,1446591,5921,J N V CASIMIRO RESTAUR,RIO DAS OSTRA,S,2,177,1.0,Restaurantes,7,11
1124059,1047903781,5812,CHURRASCARIA NATIVA GR,SAO MATEUS DO,S,4,177,1.0,Restaurantes,7,7
1634324,76853900,5814,TAPA DI CABONA GRILL,SAO PAULO,N,3,177,1.0,Restaurantes,7,7
1716327,19097964,5812,RESTAURANTE SUZINHO,SAO JOSE,S,2,177,1.0,Restaurantes,7,7
1276439,1070390337,5814,TRIGOMANIA MASSAS,RIO DE JANEIR,S,2,177,1.0,Restaurantes,7,11
1276437,1093888617,5812,CASA DO NORTE ITABAIAN,SAO VICENTE,S,4,177,1.0,Restaurantes,7,11
1716335,8708464623,7011,MATHEUS FURIA BUZ,PARANAIBA,S,1,177,1.0,Restaurantes,7,11
1270314,26079798,5814,BOA NOVA SORV LANCH,MAMANGUAPE,S,2,177,1.0,Restaurantes,7,11
492483,52125610,5812,RESTAURANTE ILHA BELLA,BOMBINHAS,S,2,177,5.0,Restaurantes,7,7
918018,9087655866,5812,RESTAURANTE PORTAL DAS,PORTO UNIAO,S,1,177,2.0,Restaurantes,7,7
901848,64584208,5812,AL CAPONE PIZZA,SAO PAULO,S,2,177,2.0,Restaurantes,7,7
1565957,27920016,7392,BAR PACHA,TABOAO DA SER,N,3,177,1.0,Restaurantes,7,11
1621350,1026256175,5441,CAFETERIA BOURBON,ARARAS,S,2,177,1.0,Restaurantes,7,7
1634329,8496211657,5814,COFFETOWN  THE AMERICAN,RECIFE,S,1,177,1.0,Restaurantes,7,7
37290,9067300657,5812,MANUE RESTAURANTE,CURITIBA,S,1,177,149.0,Restaurantes,7,7
1565944,49346083,5812,BAR E REST NOVA ESFIHA,SAO PAULO,N,3,177,1.0,Restaurantes,7,11
484166,1074391583,5812,TAPIOCAS DO CHEFE,JOINVILLE,N,3,177,5.0,Restaurantes,7,11
857440,24958779,5812,RESTAURANTE MISSO,ANDIRA,N,3,177,2.0,Restaurantes,7,7
584989,118373000000000,5812,CASA NOVA HUMBURGUERIA,CURITIBA,S,2,177,4.0,Restaurantes,7,8
1363008,12005700000000,5411,O SERTANEJO,GRAVATA,N,3,177,1.0,Restaurantes,7,11
918007,1092732958,8211,ASSOCIACAO PESTALOZZI,CAMPINAS,S,2,177,2.0,Restaurantes,7,11
1276393,1089539719,5813,PIZZARIA PERTUTTI,QUEDAS DO IGU,S,2,177,1.0,Restaurantes,7,7
987321,41699238,5814,KIKOS RES E PIZZARIA,C ITAPEMIRIM,N,3,177,2.0,Restaurantes,7,7
1716376,1090306838,5812,RESTAURANTE E CONV NON,RANCHO QUEIMA,N,3,177,1.0,Restaurantes,7,7
492471,141837000000000,5814,BAR LADO B,CAMPINAS,N,3,177,5.0,Restaurantes,7,11
1565930,4445020000000,5812,TST* BEEF O'BRADY'S RIVER,RIVERVIEW,N,2,146,1.0,Restaurantes,7,11
462609,1044726811,5812,VIKINGS RESTAURANTE,NOVA IGUACU,S,2,177,5.0,Restaurantes,7,7
473095,8679888800,5812,RESTAURANTE M.R. LTDA - M,PATO BRANCO,S,1,177,5.0,Restaurantes,7,7
1319118,26699672,5812,PAPA CAPIM PIZZARIA,RECIFE,S,2,177,1.0,Restaurantes,7,7
462593,190062,5921,AGUIA DOURADA RESTAURA,SAO JOSE DOS,N,3,177,5.0,Restaurantes,7,11
492474,206784001,5812,JACKSON BAR,MONTEVIDEO,S,2,147,5.0,Restaurantes,7,11
573320,127007000000000,5814,BENDITO MIX FOODTRUCK,CHAPECO,S,2,177,4.0,Restaurantes,7,11
335772,222505,5812,REST. BIBIGO,CIUDAD DEL ES,N,3,107,8.0,Restaurantes,7,11
1626923,1034472159,4225,QUITANDA JUNQUEIRA,MINEIROS TIET,S,4,177,1.0,Restaurantes,7,5
978734,67699111,5732,RASTRECALL SP REPRESEN,SAO PAULO,N,3,177,2.0,Restaurantes,7,11
1276410,87668927,5311,PAGSEGUROUOL*BARRACAJA,UBATUBA,S,2,177,1.0,Restaurantes,7,11
335774,35207051,5812,RESTAURANTE DONANA,LAURO FREITAS,N,3,177,8.0,Restaurantes,7,7
53940,8670248871,7230,PONCHEKI BAGGIOTO LTDA-ME,CURITIBA,S,1,177,96.0,Restaurantes,7,11
1716361,21855849,5943,PAGSEGUROUOL*SAFETYHEL,FOZDOIGUACU,N,3,177,1.0,Restaurantes,7,11
585005,1031357413,5813,KYODO SUSHI,OSASCO,S,2,177,4.0,Restaurantes,7,7
335780,3694097,5200,BALAROTI RUI BARBOSA,CURITIBA,S,4,177,8.0,Restaurantes,7,11
1621341,4086310,5812,BRATTEN KK  BAR,STYRSO,N,3,130,1.0,Restaurantes,7,11
1621344,10451,5812,EDI SUSHI BAR LTDA,SAO PAULO,S,2,177,1.0,Restaurantes,7,7
978741,172270165,5812,RESTAURANT BAHNHOF BASEL,BASEL,S,2,131,2.0,Restaurantes,7,7
1331058,26759530,5814,SUA KASA LANCHONETE E,SAO PAULO,N,3,177,1.0,Restaurantes,7,7
351557,1529096,5921,ESPACO KLABIN LANCHONE,SAO PAULO,N,3,177,8.0,Restaurantes,7,7
584995,1066241357,5814,CAFETERIA PORTO,SAO PAULO,S,2,177,4.0,Restaurantes,7,7
334775,42703506,5499,CAFE E POEMAS,ILHABELA,S,2,177,8.0,Restaurantes,7,7
335595,4368291,5441,SORVETERIA SOL NEVE,MACAE,N,3,177,8.0,Restaurantes,7,8
1727167,103170821,5331,PAG*LOJAOBARCZAK,CRUZMACHADO,N,3,177,1.0,Restaurantes,7,11
978422,1088840369,5812,RESTAURANTE COMIDA DA,ARACATUBA,N,3,177,2.0,Restaurantes,7,7
